yr,sex,FirstForename,number,rank,position
1990,B,Tyler,5,273,  273=
1990,B,Aiden,4,309,  309=
1990,B,Blane,4,309,  309=
1990,B,Brent,4,309,  309=
1990,B,Carlo,4,309,  309=
1990,B,Charlie,4,309,  309=
1990,B,Clarke,4,309,  309=
1990,B,Corrie,4,309,  309=
1990,B,Creag,4,309,  309=
1990,B,Dane,4,309,  309=
1990,B,Dario,4,309,  309=
1990,B,Darrin,4,309,  309=
1990,B,Darryn,4,309,  309=
1990,B,Desmond,4,309,  309=
1990,B,Don,4,309,  309=
1990,B,Elliott,4,309,  309=
1990,B,Eoin,4,309,  309=
1990,B,Findlay,4,309,  309=
1990,B,Garreth,4,309,  309=
1990,B,Giancarlo,4,309,  309=
1990,B,Hassan,4,309,  309=
1990,B,Jak,4,309,  309=
1990,B,Kai,4,309,  309=
1990,B,Karim,4,309,  309=
1990,B,Kashif,4,309,  309=
1990,B,Keiron,4,309,  309=
1990,B,Kenny,4,309,  309=
1990,B,Kurt,4,309,  309=
1990,B,Lawrie,4,309,  309=
1990,B,Leslie,4,309,  309=
1990,B,Levi,4,309,  309=
1990,B,Marti,4,309,  309=
1990,B,Mitchell,4,309,  309=
1990,B,Morgan,4,309,  309=
1990,B,Neal,4,309,  309=
1990,B,Osman,4,309,  309=
1990,B,Richie,4,309,  309=
1990,B,Russel,4,309,  309=
1990,B,Ryen,4,309,  309=
1990,B,Sandeep,4,309,  309=
1990,B,Stephan,4,309,  309=
1990,B,Steve,4,309,  309=
1990,B,Toby,4,309,  309=
1990,B,Abdul,3,351,  351=
1990,B,Adil,3,351,  351=
1990,B,Alec,3,351,  351=
1990,B,Alfred,3,351,  351=
1990,B,Amar,3,351,  351=
1990,B,Ammar,3,351,  351=
1990,B,Antonio,3,351,  351=
1990,B,Austen,3,351,  351=
1990,B,Blake,3,351,  351=
1990,B,Brad,3,351,  351=
1990,B,Bret,3,351,  351=
1990,B,Cailean,3,351,  351=
1990,B,Caleb,3,351,  351=
1990,B,Calumn,3,351,  351=
1990,B,Coll,3,351,  351=
1990,B,Conner,3,351,  351=
1990,B,Damon,3,351,  351=
1990,B,Danish,3,351,  351=
1990,B,Danni,3,351,  351=
1990,B,Devin,3,351,  351=
1990,B,Dexter,3,351,  351=
1990,B,Edwin,3,351,  351=
1990,B,Fabio,3,351,  351=
1990,B,Gabriel,3,351,  351=
1990,B,Gerrard,3,351,  351=
1990,B,Glynn,3,351,  351=
1990,B,Hamza,3,351,  351=
1990,B,Hamzah,3,351,  351=
1990,B,Ibrahim,3,351,  351=
1990,B,Jackson,3,351,  351=
1990,B,Jai,3,351,  351=
1990,B,Jaimie,3,351,  351=
1990,B,Jan,3,351,  351=
1990,B,Jared,3,351,  351=
1990,B,Jarrod,3,351,  351=
1990,B,Jimmy,3,351,  351=
1990,B,Johnny,3,351,  351=
1990,B,Julian,3,351,  351=
1990,B,Kamran,3,351,  351=
1990,B,Kier,3,351,  351=
1990,B,Kristian,3,351,  351=
1990,B,Leo,3,351,  351=
1990,B,Leonard,3,351,  351=
1990,B,Logan,3,351,  351=
1990,B,Luca,3,351,  351=
1990,B,Lyall,3,351,  351=
1990,B,Man,3,351,  351=
1990,B,Maurice,3,351,  351=
1990,B,Maximilian,3,351,  351=
1990,B,Mohamed,3,351,  351=
1990,B,Mohsin,3,351,  351=
1990,B,Murdo,3,351,  351=
1990,B,Nadeem,3,351,  351=
1990,B,Neale,3,351,  351=
1990,B,Nico,3,351,  351=
1990,B,Nigel,3,351,  351=
1990,B,Niki,3,351,  351=
1990,B,Nikolas,3,351,  351=
1990,B,Orry,3,351,  351=
1990,B,Raja,3,351,  351=
1990,B,Ramsay,3,351,  351=
1990,B,Reza,3,351,  351=
1990,B,Riccardo,3,351,  351=
1990,B,Ricci,3,351,  351=
1990,B,Ritchie,3,351,  351=
1990,B,Saqib,3,351,  351=
1990,B,Seumas,3,351,  351=
1990,B,Shawn,3,351,  351=
1990,B,Steffan,3,351,  351=
1990,B,Suraj,3,351,  351=
1990,B,Tariq,3,351,  351=
1990,B,Theo,3,351,  351=
1990,B,Theodore,3,351,  351=
1990,B,Troy,3,351,  351=
1990,B,Wai,3,351,  351=
1990,B,Waqas,3,351,  351=
1990,B,Yasir,3,351,  351=
1990,B,Zohaib,3,351,  351=
1990,B,Aamir,2,429,  429=
1990,B,Aaran,2,429,  429=
1990,B,Adeel,2,429,  429=
1990,B,Aden,2,429,  429=
1990,B,Aeron,2,429,  429=
1990,B,Aftab,2,429,  429=
1990,B,Alessandro,2,429,  429=
1990,B,Andre,2,429,  429=
1990,B,Angelo,2,429,  429=
1990,B,Anish,2,429,  429=
1990,B,Archie,2,429,  429=
1990,B,Arthur,2,429,  429=
1990,B,Ashton,2,429,  429=
1990,B,Azeem,2,429,  429=
1990,B,Bashar,2,429,  429=
1990,B,Bilal,2,429,  429=
1990,B,Blyth,2,429,  429=
1990,B,Bobak,2,429,  429=
1990,B,Brendon,2,429,  429=
1990,B,Brogan,2,429,  429=
1990,B,Burhan,2,429,  429=
1990,B,Cairn,2,429,  429=
1990,B,Cavan,2,429,  429=
1990,B,Chad,2,429,  429=
1990,B,Ching,2,429,  429=
1990,B,Chun,2,429,  429=
1990,B,Clement,2,429,  429=
1990,B,Conar,2,429,  429=
1990,B,Connaire,2,429,  429=
1990,B,Connar,2,429,  429=
1990,B,Conrad,2,429,  429=
1990,B,Cormac,2,429,  429=
1990,B,Cornelius,2,429,  429=
1990,B,Corry,2,429,  429=
1990,B,Cory,2,429,  429=
1990,B,Crawford,2,429,  429=
1990,B,Cy,2,429,  429=
1990,B,Damen,2,429,  429=
1990,B,Dannie,2,429,  429=
1990,B,Darias,2,429,  429=
1990,B,Darius,2,429,  429=
1990,B,Darroch,2,429,  429=
1990,B,Dave,2,429,  429=
1990,B,Dayll,2,429,  429=
1990,B,Dayne,2,429,  429=
1990,B,Dene,2,429,  429=
1990,B,Denis,2,429,  429=
1990,B,Derick,2,429,  429=
1990,B,Dermot,2,429,  429=
1990,B,Devon,2,429,  429=
1990,B,Dhani,2,429,  429=
1990,B,Donny,2,429,  429=
1990,B,Dougal,2,429,  429=
1990,B,Eammon,2,429,  429=
1990,B,Eddie,2,429,  429=
1990,B,Ellis,2,429,  429=
1990,B,Eoghann,2,429,  429=
1990,B,Erin,2,429,  429=
1990,B,Errol,2,429,  429=
1990,B,Fahad,2,429,  429=
1990,B,Farhan,2,429,  429=
1990,B,Farid,2,429,  429=
1990,B,Felix,2,429,  429=
1990,B,Franco,2,429,  429=
1990,B,Frederick,2,429,  429=
1990,B,Garath,2,429,  429=
1990,B,Geoff,2,429,  429=
1990,B,Gerry,2,429,  429=
1990,B,Giuseppe,2,429,  429=
1990,B,Gurpreet,2,429,  429=
1990,B,Haig,2,429,  429=
1990,B,Hardeep,2,429,  429=
1990,B,Harley,2,429,  429=
1990,B,Harris,2,429,  429=
1990,B,Hasan,2,429,  429=
1990,B,Hashim,2,429,  429=
1990,B,Hector,2,429,  429=
1990,B,Howard,2,429,  429=
1990,B,Irving,2,429,  429=
1990,B,Isaac,2,429,  429=
1990,B,Ismail,2,429,  429=
1990,B,Ivor,2,429,  429=
1990,B,Jac,2,429,  429=
1990,B,Jagdeep,2,429,  429=
1990,B,Jaspal,2,429,  429=
1990,B,Jasper,2,429,  429=
1990,B,Jaye,2,429,  429=
1990,B,Jaymie,2,429,  429=
1990,B,Jesse,2,429,  429=
1990,B,Jo,2,429,  429=
1990,B,Johannes,2,429,  429=
1990,B,John-Paul,2,429,  429=
1990,B,Keifer,2,429,  429=
1990,B,Khalid,2,429,  429=
1990,B,Kiernan,2,429,  429=
1990,B,Konrad,2,429,  429=
1990,B,Kriss,2,429,  429=
1990,B,Laurent,2,429,  429=
1990,B,Leonardo,2,429,  429=
1990,B,Lindsey,2,429,  429=
1990,B,Linus,2,429,  429=
1990,B,Lisa,2,429,  429=
1990,B,Marek,2,429,  429=
1990,B,Marty,2,429,  429=
1990,B,Maximillian,2,429,  429=
1990,B,Mike,2,429,  429=
1990,B,Ming,2,429,  429=
1990,B,Mobeen,2,429,  429=
1990,B,Murdoch,2,429,  429=
1990,B,Naeem,2,429,  429=
1990,B,Naithan,2,429,  429=
1990,B,Nick,2,429,  429=
1990,B,Nile,2,429,  429=
1990,B,Noel,2,429,  429=
1990,B,Norman,2,429,  429=
1990,B,Oscar,2,429,  429=
1990,B,Perry,2,429,  429=
1990,B,Rae,2,429,  429=
1990,B,Ramiz,2,429,  429=
1990,B,Ranald,2,429,  429=
1990,B,Razwan,2,429,  429=
1990,B,Rehman,2,429,  429=
1990,B,Rhuaridh,2,429,  429=
1990,B,Robb,2,429,  429=
1990,B,Rodaidh,2,429,  429=
1990,B,Roger,2,429,  429=
1990,B,Roland,2,429,  429=
1990,B,Ruaidhri,2,429,  429=
1990,B,Ruairi,2,429,  429=
1990,B,Ruary,2,429,  429=
1990,B,Saeed,2,429,  429=
1990,B,Samir,2,429,  429=
1990,B,Santino,2,429,  429=
1990,B,Seamus,2,429,  429=
1990,B,Sean-Paul,2,429,  429=
1990,B,Shah,2,429,  429=
1990,B,Shahbaz,2,429,  429=
1990,B,Shannon,2,429,  429=
1990,B,Shaun-Paul,2,429,  429=
1990,B,Shayne,2,429,  429=
1990,B,Simeon,2,429,  429=
1990,B,Sinclair,2,429,  429=
1990,B,Skye,2,429,  429=
1990,B,Spencer,2,429,  429=
1990,B,Stanley,2,429,  429=
1990,B,Stavros,2,429,  429=
1990,B,Sulaiman,2,429,  429=
1990,B,Syed,2,429,  429=
1990,B,Talha,2,429,  429=
1990,B,Tim,2,429,  429=
1990,B,Tobias,2,429,  429=
1990,B,Todd,2,429,  429=
1990,B,Travis,2,429,  429=
1990,B,Tyson,2,429,  429=
1990,B,Umar,2,429,  429=
1990,B,Umayr,2,429,  429=
1990,B,Ummar,2,429,  429=
1990,B,Vijay,2,429,  429=
1990,B,Wahid,2,429,  429=
1990,B,Wallace,2,429,  429=
1990,B,Wesley,2,429,  429=
1990,B,Winston,2,429,  429=
1990,B,Yousaf,2,429,  429=
1990,B,Zack,2,429,  429=
1990,B,Zahid,2,429,  429=
1990,B,Zak,2,429,  429=
1990,B,Zeeshan,2,429,  429=
1990,B,Zubair,2,429,  429=
1990,B,A'fif,1,597,  597=
1990,B,Aaqif,1,597,  597=
1990,B,Aaron-James,1,597,  597=
1990,B,Aasmaan,1,597,  597=
1990,B,Abd-Rahman,1,597,  597=
1990,B,Abdul-Rahman,1,597,  597=
1990,B,Abdulkareem,1,597,  597=
1990,B,Abdulla,1,597,  597=
1990,B,Abdullah,1,597,  597=
1990,B,Abdurrahman,1,597,  597=
1990,B,Abdurrhman,1,597,  597=
1990,B,Abed,1,597,  597=
1990,B,Abhay,1,597,  597=
1990,B,Abhijit,1,597,  597=
1990,B,Abinash,1,597,  597=
1990,B,Adnaan,1,597,  597=
1990,B,Adnan,1,597,  597=
1990,B,Adriano,1,597,  597=
1990,B,Aedan,1,597,  597=
1990,B,Aeren,1,597,  597=
1990,B,Afzal,1,597,  597=
1990,B,Ahmad-Adham,1,597,  597=
1990,B,Ahmar,1,597,  597=
1990,B,Ahmedur,1,597,  597=
1990,B,Ahmet,1,597,  597=
1990,B,Aitken,1,597,  597=
1990,B,Akeel,1,597,  597=
1990,B,Akifumi,1,597,  597=
1990,B,Akmal,1,597,  597=
1990,B,Al-Shriff,1,597,  597=
1990,B,Alain,1,597,  597=
1990,B,Alaister,1,597,  597=
1990,B,Alaster,1,597,  597=
1990,B,Alban,1,597,  597=
1990,B,Alcide,1,597,  597=
1990,B,Aleczander,1,597,  597=
1990,B,Aleem,1,597,  597=
1990,B,Aleksander,1,597,  597=
1990,B,Alessio,1,597,  597=
1990,B,Alessio-Marco,1,597,  597=
1990,B,Alexandre,1,597,  597=
1990,B,Ali-Reza,1,597,  597=
1990,B,Ally,1,597,  597=
1990,B,Allyn,1,597,  597=
1990,B,Alric,1,597,  597=
1990,B,Alun,1,597,  597=
1990,B,Alvin,1,597,  597=
1990,B,Ameer,1,597,  597=
1990,B,Amer,1,597,  597=
1990,B,Amin,1,597,  597=
1990,B,Amjid,1,597,  597=
1990,B,Amr,1,597,  597=
1990,B,Amro,1,597,  597=
1990,B,Anas,1,597,  597=
1990,B,Andi,1,597,  597=
1990,B,Andie,1,597,  597=
1990,B,Andreas,1,597,  597=
1990,B,Andrei,1,597,  597=
1990,B,Aneeb,1,597,  597=
1990,B,Aneil,1,597,  597=
1990,B,Anil,1,597,  597=
1990,B,Anis,1,597,  597=
1990,B,Ankur,1,597,  597=
1990,B,Annan,1,597,  597=
1990,B,Anselm,1,597,  597=
1990,B,Antoin,1,597,  597=
1990,B,Antoine,1,597,  597=
1990,B,Anuj,1,597,  597=
1990,B,Anupam,1,597,  597=
1990,B,Aodhan,1,597,  597=
1990,B,Aonghus,1,597,  597=
1990,B,Aqeel,1,597,  597=
1990,B,Aran,1,597,  597=
1990,B,Arash,1,597,  597=
1990,B,Ardal,1,597,  597=
1990,B,Areeb,1,597,  597=
1990,B,Ari,1,597,  597=
1990,B,Arif,1,597,  597=
1990,B,Arin,1,597,  597=
1990,B,Arjun,1,597,  597=
1990,B,Armando,1,597,  597=
1990,B,Armani,1,597,  597=
1990,B,Arnaud,1,597,  597=
1990,B,Aron,1,597,  597=
1990,B,Arqam,1,597,  597=
1990,B,Arsalan,1,597,  597=
1990,B,Arthair,1,597,  597=
1990,B,Artin,1,597,  597=
1990,B,Arumadura,1,597,  597=
1990,B,Arya,1,597,  597=
1990,B,Aryan,1,597,  597=
1990,B,Asifur,1,597,  597=
1990,B,Ateek,1,597,  597=
1990,B,Atther,1,597,  597=
1990,B,Aubrey,1,597,  597=
1990,B,Ayyub,1,597,  597=
1990,B,Azam,1,597,  597=
1990,B,Azhar,1,597,  597=
1990,B,Azim,1,597,  597=
1990,B,B-Jay,1,597,  597=
1990,B,Babajide,1,597,  597=
1990,B,Baby,1,597,  597=
1990,B,Balawal,1,597,  597=
1990,B,Barclay,1,597,  597=
1990,B,Barnabas,1,597,  597=
1990,B,Bartholomew,1,597,  597=
1990,B,Basil,1,597,  597=
1990,B,Bavinder,1,597,  597=
1990,B,Beau,1,597,  597=
1990,B,Beck,1,597,  597=
1990,B,Beinn,1,597,  597=
1990,B,Belal,1,597,  597=
1990,B,Benjamen,1,597,  597=
1990,B,Beren,1,597,  597=
1990,B,Billy-James,1,597,  597=
1990,B,Billyboy,1,597,  597=
1990,B,Bjorn,1,597,  597=
1990,B,Blain,1,597,  597=
1990,B,Blue,1,597,  597=
1990,B,Bobbie,1,597,  597=
1990,B,Bobi,1,597,  597=
1990,B,Bonner,1,597,  597=
1990,B,Boyd,1,597,  597=
1990,B,Bradford,1,597,  597=
1990,B,Bradleigh,1,597,  597=
1990,B,Brady,1,597,  597=
1990,B,Brandon,1,597,  597=
1990,B,Brodan,1,597,  597=
1990,B,Brooklan,1,597,  597=
1990,B,Bruno,1,597,  597=
1990,B,Bryant,1,597,  597=
1990,B,Brydon,1,597,  597=
1990,B,Bryn,1,597,  597=
1990,B,Brynn,1,597,  597=
1990,B,Bryon,1,597,  597=
1990,B,Bulli,1,597,  597=
1990,B,Cahal,1,597,  597=
1990,B,Cairan,1,597,  597=
1990,B,Caird,1,597,  597=
1990,B,Calais,1,597,  597=
1990,B,Calder,1,597,  597=
1990,B,Callan,1,597,  597=
1990,B,Callin,1,597,  597=
1990,B,Caol,1,597,  597=
1990,B,Carion,1,597,  597=
1990,B,Carol,1,597,  597=
1990,B,Carrick,1,597,  597=
1990,B,Casey,1,597,  597=
1990,B,Casey-Ian,1,597,  597=
1990,B,Casey-James,1,597,  597=
1990,B,Cavin,1,597,  597=
1990,B,Ceiran,1,597,  597=
1990,B,Cernunnos,1,597,  597=
1990,B,Chadwick,1,597,  597=
1990,B,Charanpreet,1,597,  597=
1990,B,Charley,1,597,  597=
1990,B,Che,1,597,  597=
1990,B,Chee,1,597,  597=
1990,B,Chen,1,597,  597=
1990,B,Chenyang,1,597,  597=
1990,B,Chevy,1,597,  597=
1990,B,Chigozie,1,597,  597=
1990,B,Chilton,1,597,  597=
1990,B,Chrisopher,1,597,  597=
1990,B,Christain,1,597,  597=
1990,B,Christoher,1,597,  597=
1990,B,Christophe,1,597,  597=
1990,B,Cian,1,597,  597=
1990,B,Ciarann,1,597,  597=
1990,B,Ciarhan,1,597,  597=
1990,B,Cieren,1,597,  597=
1990,B,Clayton,1,597,  597=
1990,B,Clemens,1,597,  597=
1990,B,Cliff,1,597,  597=
1990,B,Clifford,1,597,  597=
1990,B,Clive,1,597,  597=
1990,B,Cody,1,597,  597=
1990,B,Cohnen,1,597,  597=
1990,B,Coire,1,597,  597=
1990,B,Cole,1,597,  597=
1990,B,Collum,1,597,  597=
1990,B,Colum,1,597,  597=
1990,B,Colvin,1,597,  597=
1990,B,Conal,1,597,  597=
1990,B,Connan,1,597,  597=
1990,B,Connel,1,597,  597=
1990,B,Connell,1,597,  597=
1990,B,Constantintos,1,597,  597=
1990,B,Conyn,1,597,  597=
1990,B,Cori,1,597,  597=
1990,B,Cosmo,1,597,  597=
1990,B,Costas,1,597,  597=
1990,B,Craigan,1,597,  597=
1990,B,Craigh,1,597,  597=
1990,B,Crisdean,1,597,  597=
1990,B,Cristian,1,597,  597=
